hammer	machacar (vblex) 
hammer	martillo (n.m) 
hammer	picar (vblex) 
Hamnet (np) 	Hamnet (np.ant) 
Hamon (np) 	Hamon (np.ant) 
hamper	dificultar (vblex) 
hamster	hámster (n.m) 
Hamza (np) 	Hamza (np.ant) 
Hana (np) 	Hana (np.ant) 
hand_and_foot	de_pies_y_manos (adv) 
handball	balonmano (n.m) 
hand	entregar (vblex) 
handicapped	minusválido (adj) 
handicapped_person	minusválido (n) 
handicapped_person	minusválido (n.GD) 
handicrafts	manualidades (n.f) 
handkerchief	pañuelo (n.m) 
handlebar	manillar (n.m) 
handle	manejar (vblex) 
handle	mango (n.m) 
handmade	artesano (adj) 
handmade	hecho#_a_mano (adj) 
hand	mano (n.f) 
hand_over_fist	rápidamente (adv) 
handshake	apretón#_de_manos (n.m) 
handsome	guapo (adj) 
handsomely	generosamente (adv) 
handwriting	letra (n.f) 
handwritten	manuscrito (adj) 
handy	manejable (adj.mf) 
hang	ahorcar (vblex) 
hangar	hangar (n.m) 
hang	colgar (vblex) 
hanged	colgado (adj) 
hanger	percha (n.f) 
hangman	verdugo (n.m) 
hangover	resaca (n.f) 
hang	pender (vblex) 
Hania (np) 	Hania (np.ant) 
Hannah (np) 	Hannah (np.ant) 
Hanna (np) 	Hanna (np.ant) 
Hannibal (np) 	Aníbal (np.ant) 
Hannukah	Janucá (n.f) 
Hansel (np) 	Hansel (np.ant) 
Hans (np) 	Hans (np.ant) 
haphazard	fortuito (adj) 
hapless	desventurado (adj) 
haplic	háplico (adj) 
haploid	haploide (adj.mf) 
happen	pasar (vblex) 
happily	afortunadamente (adv) 
happiness	felicidad (n.f) 
happy	contento (adj) 
happy	feliz (adj.mf) 
harass	acosar (vblex) 
harbour	puerto (n.m) 
Harcid (np) 	Harcid (np.ant) 
hard	duro (adj) 
hardly	difícilmente (adv) 
hardly_ever	casi_nunca (adv) 
hardness	dureza (n.f) 
hardship	trance (n.m) 
hardware	hardware (n.m) 
hardy	fuerte (adj.mf) 
Hardy (np) 	Hardy (np.cog.mf) 
hare	liebre (n.f) 
harem	harén (n.m) 
Harissa (np) 	Harissa (np.ant) 
Harley (np) 	Harley (np.ant) 
harm	daño (n.m) 
harmful	dañino (adj) 
harmful	nocivo (adj) 
harm	hacer#_daño (vblex) 
harmonic	armónico (adj) 
harmonious	armonioso (adj) 
harmonisation	armonización (n.f) 
harmonise	armonizar (vblex) 
harmonium	armonio (n.m) 
harmony	armonía (n.f) 
Harmony (np) 	Harmony (np.ant) 
Haroid (np) 	Haroid (np.ant) 
Harold (np) 	Harold (np.ant) 
Haroldo (np) 	Haroldo (np.ant) 
harp	arpa (n.f) 
Harper (np) 	Harper (np.cog.mf) 
harp	garra (n.f) 
Harriet (np) 	Harriet (np.ant) 
Harrison (np) 	Harrison (np.ant) 
Harry	Harry (np) 
Harry (np) 	Harry (np.ant) 
harsh	duro (adj) 
Harvard (np) 	Harvard (np.al.m) 
harvest	cosecha (n.f) 
harvest	cosechar (vblex) 
Harvey (np) 	Harvey (np.ant) 
Hasan (np) 	Hasan (np.ant) 
Hashimoto_Tetsuya	Hashimoto_Tetsuya (np) 
Hassan (np) 	Hassan (np.ant) 
haste	prisa (n.f) 
haste	tropelía (n.f) 
hasty (adj.sint) 	apresurado (adj.sup) 
hasty	apresurado (adj) 
hatch	empollar (vblex) 
Hatem_Ben_Arfa (np) 	Hatem_Ben_Arfa (np.ant) 
hate	odiar (vblex) 
hate	odio (n.m) 
hatred	aversión (n.f) 
hat	sombrero (n.m) 
Haupert (np) 	Haupert (np.cog.mf) 
haustorium	haustorio (n.m) 
have#_a_feeling_that	tener#_la_sospecha_de_que (vblex) 
have	contar#_con (vblex) 
have	disponer (vblex) 
have_got	tener (vblex) 
have#_got	tener (vblex) 
have	haber (vbhaver) 
Haven (np) 	Haven (np.ant) 
have	tener (vblex) 
have#_to	deber (vbmod) 
have#_to	haber#_de (vbmod) 
have#_to	tener#_que (vbmod) 
hawaiian	hawaiiano (adj) 
Hawaii (np) 	Hawái (np.loc.m) 
Hawking (np) 	Hawking (np.cog.mf) 
Haydée (np) 	Haydée (np.ant) 
Hayden (np) 	Hayden (np.ant) 
Hayes (np) 	Hayes (np.cog.mf) 
hay	heno (n.m) 
Haylee (np) 	Haylee (np.ant) 
Hayley (np) 	Hayley (np.ant) 
Haylie (np) 	Haylie (np.ant) 
haystack	pajar (n.m) 
hazardous	peligroso (adj) 
haze	calima (n.f) 
hazel	avellano (n.m) 
Hazel (np) 	Hazel (np.ant) 
hazelnut	avellana (n.f) 
hazy	brumoso (adj) 
headache	dolor#_de_cabeza (n.m) 
headband	cinta (n.f) 
head	cabeza (n.f) 
headcount	recuento (n.m) 
headed_by	al_mando_de (adv) 
head	encabezar (vblex) 
header	encabezamiento (n.m) 
headline	titular (n.mf) 
head_office	central (n.f) 
head#_of_government	jefe#_de_gobierno (n) 
head#_of_government	jefe#_de_gobierno (n.GD) 
head#_of_state	jefe#_de_estado (n) 
head#_of_state	jefe#_de_estado (n.GD) 
head_over_heels	de_pies_a_cabeza (adv) 
headphones	auriculares (n.m.pl) 
headquarters	sede (n.f) 
head#_to	dirigirse#_a (vblex.pron) 
heal	curarse (vblex.pron) 
health	salud (n.f) 
healthy	saludable (adj.mf) 
healthy	sano (adj) 
Healy (np) 	Healy (np.cog.mf) 
hearing	oído (n.m) 
hearing	vista (n.f) 
hear	oír (vblex) 
heart	corazón (n.m) 
heart_rate	ritmo_cardíaco (n.m) 
heart	seno (n.m) 
heat	calentar (vblex) 
heat	calor (n.m) 
heater	calentador (n.m) 
heath	brezo (n.m) 
heathenism	paganismo (n.m) 
Heather (np) 	Heather (np.ant) 
Heath (np) 	Heath (np.ant) 
heating	calefacción (n.f) 
heave	alzar (vblex) 
heave	erguir (vblex) 
heaven	cielo (n.m) 
heavenly	celestial (adj.mf) 
Heaven (np) 	Heaven (np.ant) 
heavily	fuertemente (adv) 
heavily	pesadamente (adv) 
heavy	pesado (adj) 
Hebelen (np) 	Hebelen (np.ant) 
Hebe (np) 	Hebe (np.ant) 
Heber (np) 	Heber (np.ant) 
Hebert (np) 	Hebert (np.ant) 
hebrew	hebreo (adj) 
Hebrew	hebreo (n) 
Hebrew	hebreo (n.GD) 
Hecilia (np) 	Hecilia (np.ant) 
hectare	hectárea (n.f) 
Hector (np) 	Hector (np.ant) 
Héctor (np) 	Héctor (np.ant) 
Hèctor (np) 	Hèctor (np.ant) 
Hedda (np) 	Hedda (np.ant) 
Heder (np) 	Heder (np.ant) 
hedgehog	erizo (n.m) 
hedge	seto (n.m) 
heedless	desatento (adj) 
heel	tacón (n.m) 
heel	talón (n.m) 
hegemonic	hegemónico (adj) 
hegemony	hegemonía (n.f) 
Heicy (np) 	Heicy (np.ant) 
Heidi (np) 	Heidi (np.ant) 
height	altura (n.f) 
height	alzada (n.f) 
height	cota (n.f) 
height	estatura (n.f) 
heiress	heredero (n.f) 
heir	heredero (n) 
heir	heredero (n.GD) 
Heisenberg (np) 	Heisenberg (np.cog.mf) 
Helaine (np) 	Helaine (np.ant) 
Helano (np) 	Helano (np.ant) 
Helda (np) 	Helda (np.ant) 
Heldo (np) 	Heldo (np.ant) 
Helena	Helena (np) 
Helena (np) 	Helena (np.ant) 
Hélène (np) 	Hélène (np.ant) 
Helen (np) 	Helen (np.ant) 
Helewise (np) 	Helewise (np.ant) 
Helga (np) 	Helga (np.ant) 
Heliana (np) 	Heliana (np.ant) 
Helia (np) 	Helia (np.ant) 
helically	helicoidalmente (adv) 
helicoidal	helicoidal (adj.mf) 
helicoid	helicoide (adj.mf) 
helicopter	helicóptero (n.m) 
Helidora (np) 	Helidora (np.ant) 
Heli (np) 	Heli (np.ant) 
heliocentric	heliocéntrico (adj) 
Heliodoro (np) 	Heliodoro (np.ant) 
Helio (np) 	Helio (np.ant) 
heliophilic	heliofílico (adj) 
Helios (np) 	Helios (np.ant) 
heliothermy	heliotermia (n.f) 
heliport	helipuerto (n.m) 
helium	helio (n.m) 
hellenic	helénico (adj) 
hellenism	helenismo (n.m) 
hell	infierno (n.m) 
hello	hola (ij) 
helmet	casco (n.m) 
Helmholtz (np) 	Helmholtz (np.cog.mf) 
helminth	helminto (n.m) 
Helmo (np) 	Helmo (np.ant) 
Heloisa (np) 	Heloisa (np.ant) 
Héloïse (np) 	Héloïse (np.ant) 
help	auxiliar (vblex) 
help	auxilio (n.m) 
help	ayuda (n.f) 
help	ayudar (vblex) 
helpful	útil (adj.mf) 
Helvecia (np) 	Helvecia (np.ant) 
Helvetia (np) 	Helvetia (np.ant) 
Helvio (np) 	Helvio (np.ant) 
hemangioma	hemangioma (n.m) 
hematology	hematología (n.f) 
hematoma	hematoma (n.f) 
hematuria	hematuria (n.f) 
Hemenegilda (np) 	Hemenegilda (np.ant) 
hemicryptophyte	hemicriptófito (n.m) 
hemicycle	hemiciclo (n.m) 
hemidemisemiquaver	semifusa (n.f) 
Hemilce (np) 	Hemilce (np.ant) 
hemimembrane	hemimembrana (n.f) 
hemiparesis	hemiparesia (n.f) 
hemiplegia	hemiplejia (n.f) 
hemisphere	hemisferio (n.m) 
hemispherical	hemisférico (adj) 
hemispherical	semiesférico (adj) 
hemistich	hemistiquio (n.m) 
hemoglobin	hemoglobina (n.f) 
hemogram	hemograma (n.m) 
hemolymph	hemolinfa (n.f) 
hemophilia	hemofilia (n.f) 
hemorrhoid	hemorroide (n.f) 
hemotherapy	hemoterapia (n.f) 
hemp	cáñamo (n.m) 
henceforth	de_ahora_en_adelante (adv) 
henceforward	de_ahora_en_adelante (adv) 
hence	por_ello (cnjadv) 
hen	gallina (n.f) 
henna	henna (n.f) 
Henri_Donnedieu_de_Vabres (np) 	Henri_Donnedieu_de_Vabres (np.ant) 
Henrietta (np) 	Henrietta (np.ant) 
Henriette (np) 	Henriette (np.ant) 
Henri (np) 	Henri (np.ant) 
Henry	Henry (np) 
Henry (np) 	Henry (np.ant) 
heparin	heparina (n.f) 
hepatic	hepático (adj) 
hepatitis	hepatitis (n.f) 
hepatitis (n.ND) 	hepatitis (n.f) 
hepatocyte	hepatocito (n.m) 
hepatogastric	hepatogástrico (adj) 
hepatomegaly	hepatomegalia (n.f) 
heptagon	heptágono (n.m) 
Heracles (np) 	Heracles (np.ant) 
Heraclio (np) 	Heraclio (np.ant) 
Heráclito (np) 	Heráclito (np.ant) 
Heraclitus (np) 	Heráclito (np.ant) 
Heradio (np) 	Heradio (np.ant) 
herald	heraldo (n.m) 
Heraldo (np) 	Heraldo (np.ant) 
Heras (np) 	Heras (np.cog.mf) 
Herbert (np) 	Herbert (np.ant) 
Herberto (np) 	Herberto (np.ant) 
herbicide	herbicida (n.f) 
herbivore	herbívoro (n.m) 
herbivorous	herbívoro (adj) 
Herculano (np) 	Herculano (np.ant) 
Hercule (np) 	Hercule (np.ant) 
Hercules (np) 	Hércules (np.ant) 
herd	rebaño (n.m) 
here	acá (adv) 
hereafter	de_ahora_en_adelante (adv) 
here	ahí (adv) 
here_and_there	aquí_y_allá (adv) 
here	aquí (adv) 
here_below	aquí_abajo (adv) 
hereby	de_ahora_en_adelante (adv) 
hereditary	hereditario (adj) 
heredity	herencia (n.f) 
hereinafter	de_ahora_en_adelante (adv) 
Herena (np) 	Herena (np.ant) 
Herenia (np) 	Herenia (np.ant) 
heretofore	hasta_ahora (adv) 
hereupon	consiguientemente (adv) 
Her_Highness	Su_Alteza (n.f) 
Heriberto (np) 	Heriberto (np.ant) 
heritage	patrimonio (n.m) 
Herluin (np) 	Herluin (np.ant) 
Her_Majesty	Su_Majestad (n.f) 
Her_Majesty_the_Queen	Su_Majestad_la_Reina (n.f) 
Hermánn (np) 	Hermánn (np.ant) 
Hermán (np) 	Hermán (np.ant) 
Hermelinda (np) 	Hermelinda (np.ant) 
Hermelindo (np) 	Hermelindo (np.ant) 
Hermenegilda (np) 	Hermenegilda (np.ant) 
Hermenegildo (np) 	Hermenegildo (np.ant) 
Hermes (np) 	Hermes (np.ant) 
hermetical	hermético (adj) 
Herminda (np) 	Herminda (np.ant) 
Hermindo (np) 	Hermindo (np.ant) 
Herminia (np) 	Herminia (np.ant) 
Herminio (np) 	Herminio (np.ant) 
hermitage	ermita (n.f) 
hermitian	hermitiano (adj) 
Hermógenes (np) 	Hermógenes (np.ant) 
Hernaldo (np) 	Hernaldo (np.ant) 
Hernanda (np) 	Hernanda (np.ant) 
Hernandez (np) 	Hernandez (np.cog.mf) 
Hernández (np) 	Hernández (np.cog.mf) 
Hernando (np) 	Hernando (np.ant) 
Hernani (np) 	Hernani (np.ant) 
Hernán (np) 	Hernán (np.ant) 
Hernardo (np) 	Hernardo (np.ant) 
hernia	hernia (n.f) 
Herodes (np) 	Herodes (np.ant) 
hero	héroe (n) 
hero	héroe (n.GD) 
heroic	heroico (adj) 
heroine	héroe (n) 
heroine	héroe (n.GD) 
heroism	heroicidad (n.f) 
Herón (np) 	Herón (np.ant) 
herpes	herpes (n.m) 
herpes (n.ND) 	herpes (n.m) 
herpetology	herpetología (n.f) 
Herpsime (np) 	Herpsime (np.ant) 
herring	arenque (n.m) 
Her_Royal_Highness	Su_Alteza_Real (n.f) 
herself (prn.ref.p3) 	prpers (prn.tn.p3) 
Hersilia (np) 	Hersilia (np.ant) 
hers (prn.pos.mf) 	el_suyo (prn.pos.GD.ND) 
hers	suyo (adj) 
her	suyo (det.pos.mf.ND) 
Hervé (np) 	Hervé (np.ant) 
hesitant	indeciso (adj) 
hesitate	dudar (vblex) 
hesitate	titubear (vblex) 
hesitate	vacilar (vblex) 
Hess (np) 	Hess (np.cog.mf) 
heterocyclic	heterocíclico (adj) 
heterogamy	heterogamia (n.f) 
heterogeneity	heterogeneidad (n.f) 
heterogeneous	heterogéneo (adj) 
heterometric	heterométrico (adj) 
heteronym	heterónimo (n.m) 
heteropolar	heteropolar (adj.mf) 
heterosexual	heterosexual (adj.mf) 
heterosyllabic	heterosilábico (adj) 
heterotrophic	heterotrófico (adj) 
heterozygote	heterozigoto (n.m) 
heuristic	heurístico (adj) 
he_who_laughs_last_laughs_longest	el_que_ríe_último,_ríe_mejor (ij) 
hexadecimal	hexadecimal (adj.mf) 
hexagonal	hexagonal (adj.mf) 
hexagon	hexágono (n.m) 
hexakosioihexekontahexaphobia	hexakosioihexekontahexafobia (n.f) 
hexameter	hexámetro (n.m) 
hexastyle	hexástilo (adj) 
hexose	hexosa (n.f) 
hiatus	hiato (n.m) 
hibernation	hibernación (n.f) 
hide	esconder (vblex) 
hide	escondite (n.m) 
hide	escondrijo (n.m) 
hide	ocultar (vblex) 
hierarchical	jerárquico (adj) 
hierarchy	jerarquía (n.f) 
hieroglyphic	jeroglífico (adj) 
hieroglyph	jeroglífico (n.m) 
Hieronimo (np) 	Hieronimo (np.ant) 
Hieronomo (np) 	Hieronomo (np.ant) 
Higgins (np) 	Higgins (np.cog.mf) 
Higginson (np) 	Higginson (np.cog.mf) 
Higgs (np) 	Higgs (np.cog.mf) 
high	alto (adj) 
high	alto (adv) 
High_Contracting_Party	Alta_Parte_Contratante (n.f) 
high_court	audiencia (n.f) 
high_court	tribunal_supremo (n.m) 
high	elevado (adj) 
highlight	destacar (vblex) 
highlight	punto_destacado (n.m) 
highly	altamente (adv) 
high_school	instituto (n.m) 
high-temperature_superconductivity	superconductividad#_de_alta_temperatura (n.f) 
highway	autopista (n.f) 
highway	carretera (n.f) 
Higia (np) 	Higia (np.ant) 
Higinia (np) 	Higinia (np.ant) 
Higinio (np) 	Higinio (np.ant) 
hi	hola (ij) 
hiking	senderismo (n.m) 
Hilaire (np) 	Hilaire (np.ant) 
Hilaria (np) 	Hilaria (np.ant) 
Hilarión (np) 	Hilarión (np.ant) 
Hilario (np) 	Hilario (np.ant) 
hilarity	hilaridad (n.f) 
Hilbert (np) 	Hilbert (np.cog.mf) 
Hilda (np) 	Hilda (np.ant) 
Hildebaldo (np) 	Hildebaldo (np.ant) 
Hildeberto (np) 	Hildeberto (np.ant) 
Hildebrando (np) 	Hildebrando (np.ant) 
Hildegarda (np) 	Hildegarda (np.ant) 
Hildegonda (np) 	Hildegonda (np.ant) 
Hilde (np) 	Hilde (np.ant) 
Hiliey (np) 	Hiliey (np.ant) 
Hillary	Hillary (np) 
hill	cerro (n.m) 
hill	colina (n.f) 
Hillel (np) 	Hillel (np.ant) 
himself (prn.ref.p3.m) 	sí (prn.tn.ref.p3.mf.sp) 
himself (prn.ref.p3) 	prpers (prn.tn.p3) 
hinder	entrabar (vblex) 
hinder	obstaculizar (vblex) 
hinduism	hinduismo (n.m) 
hint	cancha (n.f) 
hint	pista (n.f) 
Hipabia (np) 	Hipabia (np.ant) 
hip	cadera (n.f) 
Hipólita (np) 	Hipólita (np.ant) 
Hipolito (np) 	Hipolito (np.ant) 
Hipólito (np) 	Hipólito (np.ant) 
Hipparchus (np) 	Hiparco (np.ant) 
hippocampus	hipocampo (n.m) 
hippodrome	hipódromo (n.m) 
hippopotamus	hipopótamo (n.m) 
Hiram (np) 	Hiram (np.ant) 
Hirán (np) 	Hirán (np.ant) 
hire	alquiler (n.m) 
hire	contratar (vblex) 
hire#_out	contratar (vblex) 
Hiromi (np) 	Hiromi (np.ant) 
Hiroshima (np) 	Hiroshima (np.loc.f) 
Hirsch (np) 	Hirsch (np.cog.mf) 
His_Highness	Su_Alteza (n.f) 
His_Majesty	Su_Majestad (n.f) 
His_Majesty_the_King	Su_Majestad_el_Rey (n.m) 
hispanic	hispánico (adj) 
hispanic	hispano (adj) 
Hispanic	hispano (n) 
Hispanic	hispano (n.GD) 
his (prn) 	el_suyo (prn.pos) 
his (prn.pos.mf) 	el_suyo (prn.pos.GD.ND) 
His_Royal_Highness	Su_Alteza_Real (n.f) 
his	suyo (adj) 
his	suyo (det) 
his	suyo (det.pos.mf.ND) 
histamine	histamina (n.f) 
histiocyte	histiocito (n.m) 
histogram	histograma (n.m) 
histology	histología (n.f) 
histone	histona (n.f) 
historian	historiador (n) 
historian	historiador (n.GD) 
historical	histórico (adj) 
historically	históricamente (adv) 
historiographer	historiógrafo (n.m) 
historiography	historiografía (n.f) 
history	historia (n.f) 
hit	acertar (vblex) 
hitchhiking	autostop (n.m) 
hit	éxito (n.m) 
hit	golpe (n.m) 
hit	impacto (n.m) 
Hitler (np) 	Hitler (np.cog.mf) 
hit	pegar (vblex) 
Hniena (np) 	Hniena (np.ant) 
hoarfrost	escarcha (n.f) 
hobble	cojera (n.f) 
hobby	hobby (n.m) 
hockey	hockey (n.m) 
hodgepodge	guirigay (n.m) 
hodman	peón (n.m) 
Hoel (np) 	Hoel (np.ant) 
Hogan (np) 	Hogan (np.cog.mf) 
hold	aguantar (vblex) 
hold	control (n.m) 
Holden (np) 	Holden (np.ant) 
holder	titular (n.mf) 
holding	holding (n.m) 
hold#_responsible (vblex) 	responsabilizar (vblex) 
hole	agujero (n.m) 
holiday	día_festivo (n) 
holiday	día_festivo (n.m) 
holiday	vacaciones (n.f.pl) 
Holland (np) 	Holanda (np.loc.f) 
Hollie (np) 	Hollie (np.ant) 
hollow	hueco (adj) 
hollow	vacío (adj) 
Holly (np) 	Holly (np.ant) 
Hollywood (np) 	Hollywood (np.loc.m) 
holmium	holmio (n.m) 
holocaust	holocausto (n.m) 
hologram	holograma (n.m) 
holography	holografía (n.f) 
holotype	holotipo (n.m) 
holy	sagrado (adj) 
holy	santo (adj) 
homage	homenaje (n.m) 
home	a_casa (adv) 
home	casa (n.f) 
home	en_casa (adv) 
home	hogar (n.m) 
homeland	patria (n.f) 
home-made	casero (adj) 
homeomorphism	homeomorfismo (n.m) 
homeostasis	homeostasis (n.f) 
homeostasis (n.ND) 	homeostasis (n.f.sp) 
Homer (np) 	Homer (np.ant) 
Homer (np) 	Homero (np.ant) 
Homero (np) 	Homero (np.ant) 
homestead	cortijo (n.m) 
homework	deber (n.m.pl) 
homicide	homicidio (n.m) 
hominid	homínido (n.m) 
homoeopathy	homeopatía (n.f) 
homogeneity	homogeneidad (n.f) 
homogenisation	homogeneización (n.f) 
homogenise	homogeneizar (vblex) 
homography	homografía (n.f) 
homologation	homologación (n.f) 
homologous	homólogo (adj) 
homology	homología (n.f) 
homomorphic	homomórfico (adj) 
homomorphism	homomorfismo (n.m) 
homonymy	homonimia (n.f) 
homophone	homófono (n.m) 
homophony	homofonía (n.f) 
homopolar	homopolar (adj.mf) 
homopolymer	homopolímero (n.m) 
homosexual	homosexual (adj.mf) 
homosexual	homosexual (n.mf) 
homosexuality	homosexualidad (n.f) 
homothetic	homotético (adj) 
homotopic	homotópico (adj) 
homotopy	homotopía (n.f) 
homozygote	homozigoto (n.m) 
honduran	hondureño (adj) 
Honduran	hondureño (n) 
Honduran	hondureño (n.GD) 
Honduras (np) 	Honduras (np.loc.f) 
honest	honesto (adj) 
honestly	honestamente (adv) 
honest	sincero (adj) 
honesty	honradez (n.f) 
honey	miel (n.f) 
honeymoon	luna#_de_miel (n.f) 
Hong_Kong (np) 	Hong_Kong (np.loc.m) 
Honorata (np) 	Honorata (np.ant) 
Honorato (np) 	Honorato (np.ant) 
Honorée (np) 	Honorée (np.ant) 
Honoré (np) 	Honoré (np.ant) 
Honoria (np) 	Honoria (np.ant) 
Honorina (np) 	Honorina (np.ant) 
Honorine (np) 	Honorine (np.ant) 
Honorio (np) 	Honorio (np.ant) 
honourable	honorable (adj.mf) 
honour	honor (n.m) 
honour	honra (n.f) 
honour	honrar (vblex) 
hood	capote (n.m) 
hook	anzuelo (n.m) 
Hooke (np) 	Hooke (np.cog.mf) 
hook	gancho (n.m) 
hoopoe	abubilla (n.f) 
hope	aguardar (vblex) 
hope	esperanza (n.f) 
hope	esperar (vblex) 
hopeful	esperanzador (adj) 
hopeless	desesperado (adj) 
hopelessly	totalmente (adv) 
Hope (np) 	Hope (np.ant) 
hopper	tolva (n.f) 
Horace (np) 	Horace (np.ant) 
Horace (np) 	Horacio (np.ant) 
Horacio (np) 	Horacio (np.ant) 
horizon	horizonte (n.m) 
horizontal	horizontal (adj.mf) 
horizontal	horizontal (n.f) 
horizontally	horizontalmente (adv) 
hormone	hormona (n.f) 
hornblende	hornblenda (n.f) 
horn	bocina (n.f) 
horn	cuerno (n.m) 
horned	cornudo (adj) 
Horocio (np) 	Horocio (np.ant) 
horoscope	horóscopo (n.m) 
horrible	horrible (adj.mf) 
horrify	horrorizar (vblex) 
horror	horror (n.m) 
horse	caballo (n.m) 
horse_riding	equitación (n.f) 
horseshoe	herradura (n.f) 
Hortencia (np) 	Hortencia (np.ant) 
Hortencio (np) 	Hortencio (np.ant) 
Hortense (np) 	Hortense (np.ant) 
Hortensia (np) 	Hortensia (np.ant) 
horticultural	hortícola (adj.mf) 
horticulture	horticultura (n.f) 
hose	manguera (n.f) 
hospice	hospicio (n.m) 
hospitable	hospitalario (adj) 
hospital	hospital (n.m) 
hospitalisation	hospitalización (n.f) 
hospitality	hospitalidad (n.f) 
hospitality_industry	hostelería (n.f) 
Hossana (np) 	Hossana (np.ant) 
hostage	rehén (n.mf) 
host	anfitrión (adj) 
host	anfitrión (n) 
host	anfitrión (n.GD) 
hostel	albergue (n.m) 
hostess	huésped (n) 
hostess	huésped (n.GD) 
hostile	hostil (adj.mf) 
hostility	hostilidad (n.f) 
hot	caliente (adj.mf) 
hotel	hotel (n.m) 
hour	hora (n.f) 
house	albergar (vblex) 
house	casa (n.f) 
household	casa (n.f) 
House#_of_Representatives	Cámara#_de_Representantes (n.f) 
house	vivienda (n.f) 
housing	alojamiento (n.m) 
Houston (np) 	Houston (np.ant) 
Houston (np) 	Houston (np.loc.m) 
hover	cercar (vblex) 
hovercraft	aerodeslizador (n.m) 
Howard (np) 	Howard (np.ant) 
how	cómo (adv) 
however	aun_así (adv) 
however	ni_aun_así (adv) 
however	sin_embargo (adv) 
howl	aullido (n.m) 
how_long	cuánto_tiempo (adv) 
how_many	cuánto (det.itg.GD) 
how_many (det.itg) 	cuánto (det.itg.f.pl) 
how_many (det.itg) 	cuánto (det.itg.m.pl) 
how_many (prn.itg.mf) 	cuánto (prn.itg.f.pl) 
how_many (prn.itg.mf) 	cuánto (prn.itg.GD.pl) 
how_many (prn.itg.mf) 	cuánto (prn.itg.m.pl) 
how_much	cuánto (det.itg.GD) 
how_much (det.itg) 	cuánto (det.itg.f.sg) 
how_much (det.itg) 	cuánto (det.itg.m.sg) 
how_much (prn.itg.mf) 	cuánto (prn.itg.f.sg) 
how_much (prn.itg.mf) 	cuánto (prn.itg.m.sg) 
how	qué (preadv) 
how	qué_tal (adv) 
Hrodger (np) 	Hrodger (np.ant) 
http	http (n.acr.m) 
https	https (n.acr.m) 
Hubble (np) 	Hubble (np.al.m) 
Hubble_Space_Telescope (np) 	Telescopio_espacial_Hubble (np.al.m) 
Hubert (np) 	Hubert (np.ant) 
Huberto (np) 	Huberto (np.ant) 
Hudson (np) 	Hudson (np.ant) 
Huegun (np) 	Huegun (np.cog.mf) 
Huenú (np) 	Huenú (np.ant) 
huge	enorme (adj.mf) 
hugely	mucho (adv) 
Hughes (np) 	Hughes (np.cog.mf) 
Hugh (np) 	Hugh (np.ant) 
Hugo	Hugo (np) 
Hugolina (np) 	Hugolina (np.ant) 
Hugolino (np) 	Hugolino (np.ant) 
Hugon (np) 	Hugon (np.ant) 
Hugo (np) 	Hugo (np.ant) 
Hugues (np) 	Hugues (np.ant) 
Huilen (np) 	Huilen (np.ant) 
human_being	ser_humano (n.m) 
human	humano (adj) 
human	humano (n.m) 
humanism	humanismo (n.m) 
humanist	humanista (n.mf) 
humanistic	humanístico (adj) 
humanitarian	humanitario (adj) 
humanly	humanamente (adv) 
human_race	raza_humana (n.f) 
Humberto (np) 	Humberto (np.ant) 
humble	humilde (adj.mf) 
humbly	humildemente (adv) 
humbug	paparrucha (n.f.pl) 
humerus	húmero (n.m) 
humic	húmico (adj) 
humid	húmedo (adj) 
humidity	humedad (n.f) 
humiferous	humífero (adj) 
humification	humificación (n.f) 
humiliate	humillar (vblex) 
humiliation	humillación (n.f) 
humility	humildad (n.f) 
humoral	humoral (adj.mf) 
humorist	humorista (n.mf) 
humorous	humorístico (adj) 
humour	humor (n.m) 
hump	montículo (n.m) 
hundred	centenar (n.m) 
hundredth	centésimo (det) 
hundredth (det.ord) 	centésimo (det.ord.GD.ND) 
hungarian	húngaro (adj) 
Hungary (np) 	Hungría (np.loc.f) 
hungry	famélico (adj) 
hunt	cazar (vblex) 
hunter	cazador (n) 
hunter	cazador (n.GD) 
Hunter (np) 	Hunter (np.ant) 
hunting	cacería (n.f) 
hunting	caza (n.f) 
hurricane	huracán (n.m) 
hurry	darse#_prisa (vblex.pron) 
hurry	prisa (n.f) 
hurt	doler (vblex) 
hurtful	perjudicial (adj.mf) 
hurt	hacer#_daño (vblex) 
husband	esposo (n.m) 
husband	marido (n.m) 
hussar	húsar (n.m) 
Hussein (np) 	Hussein (np.cog.mf) 
hut	cabaña (n.f) 
Huygens (np) 	Huygens (np.cog.mf) 
Hyacinthe (np) 	Hyacinthe (np.ant) 
hyacinth	jacinto (n.m) 
hyalite	hialita (n.f) 
hyaloplasm	hialoplasma (n.m) 
hybrid	híbrido (adj) 
hybrid	híbrido (n.m) 
hybridisation	hibridación (n.f) 
hybridoma	hibridoma (n.m) 
hydrant	hidrante (n.m) 
hydratation	hidratación (n.f) 
hydrate	hidrato (n.m) 
hydraulic	hidráulico (adj) 
hydrazine	hidrazina (n.f) 
hydride	hidruro (n.m) 
hydrocarbon	hidrocarburo (n.m) 
hydrocephalus	hidrocefalia (n.f) 
hydrodynamic	hidrodinámico (adj) 
hydroelectric	hidroeléctrico (adj) 
hydrofluoric	fluorhídrico (adj) 
hydrofugous	hidrófugo (adj) 
hydrogenate	hidrogenar (vblex) 
hydrogenation	hidrogenación (n.f) 
