Deolinda (np) 	Deolinda (np.ant) 
Deolindo (np) 	Deolindo (np.ant) 
Deon (np) 	Deon (np.ant) 
Deonte (np) 	Deonte (np.ant) 
deontological	deontológico (adj) 
deontology	deontología (n.f) 
depalatalisation	despalatalización (n.f) 
Depardieu (np) 	Depardieu (np.cog.mf) 
departamental	departamental (adj.mf) 
department	departamento (n.m) 
departure	marcha (n.f) 
departure	salida (n.f) 
depend	depender (vblex) 
dependence	dependencia (n.f) 
dependency	dependencia (n.f) 
dependent	dependiente (adj.mf) 
depersonalise	despersonalizar (vblex) 
depict	describir (vblex) 
depilate	depilar (vblex) 
depilation	depilación (n.f) 
deplete	agotar (vblex) 
deplorable	deplorable (adj.mf) 
deploy	desplegar (vblex) 
deployment	despliegue (n.m) 
depolymerisation	despolimerización (n.f) 
depopulation	despoblamiento (n.m) 
deportation	deportación (n.f) 
deport	deportar (vblex) 
depose	deponer (vblex) 
deposit	depositar (vblex) 
deposit	depósito (n.m) 
depository	depositario (adj) 
depravation	depravación (n.f) 
depreciable	amortizable (adj.mf) 
depreciate	depreciar (vblex) 
depreciation	depreciación (n.f) 
depressant	depresor (n.m) 
depress	deprimir (vblex) 
depression	depresión (n.f) 
deprive	privar (vblex) 
depth	profundidad (n.f) 
deputation	diputación (n.f) 
deputy	ayudante (n.mf) 
deputy	diputado (n) 
deputy	diputado (n.GD) 
derail	descarrilar (vblex) 
derailment	descarrilamiento (n.m) 
de-rating	desclasificación (n.f) 
Derek (np) 	Derek (np.ant) 
Derick (np) 	Derick (np.ant) 
Derio (np) 	Derio (np.ant) 
derision	derrisión (n.f) 
derivable	derivable (adj.mf) 
derivative	derivado (adj) 
derivative	derivado (n) 
derivative	derivado (n.GD) 
derive	derivar (vblex) 
dermatology	dermatología (n.f) 
Dermidio (np) 	Dermidio (np.ant) 
derogate	derogar (vblex) 
derogation	derogación (n.f) 
derogatory	derogatorio (adj) 
Derrick (np) 	Derrick (np.ant) 
desalinisation	desalinización (n.f) 
Desamparados (np) 	Desamparados (np.ant) 
Descartes (np) 	Descartes (np.cog.mf) 
descendant	descendencia (n.f.sg) 
descendant	descendiente (n.mf) 
descend	descender (vblex) 
descent	bajada (n.f) 
descent	descenso (n.m) 
describable	descriptible (adj.mf) 
describe#_as	calificar#_de (vblex) 
describe	calificar (vblex) 
describe	describir (vblex) 
description	descripción (n.f) 
descriptionist	descripcionista (adj.mf) 
descriptive	descriptivo (adj) 
descriptor	descriptor (n.m) 
Desdémona (np) 	Desdémona (np.ant) 
desecrate	profanar (vblex) 
desensitise	insensibilizar (vblex) 
Deserée (np) 	Deserée (np.ant) 
desert	desertar (vblex) 
desert	desierto (n.m) 
deserter	desertor (adj) 
deserter	desertor (n) 
deserter	desertor (n.GD) 
desertification	desertificación (n.f) 
desertion	deserción (n.f) 
desertisation	desertización (n.f) 
deserve	merecer (vblex) 
desexualisation	desexualización (n.f) 
Deshaun (np) 	Deshaun (np.ant) 
Deshawn (np) 	Deshawn (np.ant) 
deshumanisation	deshumanización (n.f) 
desiccant	desecante (n.m) 
desiccation	desecación (n.f) 
Desideria (np) 	Desideria (np.ant) 
Desiderio (np) 	Desiderio (np.ant) 
designate	denominar (vblex) 
designate	designar (vblex) 
designation	designación (n.f) 
designation	señalamiento (n.m) 
design	diseñar (vblex) 
design	diseño (n.m) 
designer	diseñador (n) 
designer	diseñador (n.GD) 
desinence	desinencia (n.f) 
desinential	desinencial (adj.mf) 
Desi (np) 	Desi (np.ant) 
desinvestment	desinversión (n.f) 
Desio (np) 	Desio (np.ant) 
desirable	deseable (adj.mf) 
Desirae (np) 	Desirae (np.ant) 
desire	desear (vblex) 
desire	deseo (n.m) 
Desiree (np) 	Desiree (np.ant) 
Désirée (np) 	Désirée (np.ant) 
Désiré (np) 	Désiré (np.ant) 
desirous	deseoso (adj) 
desist	desistir (vblex) 
desk	escritorio (n.m) 
desk	pupitre (n.m) 
Desmond (np) 	Desmond (np.ant) 
desolation	desolación (n.f) 
desorption	desorción (n.f) 
despair	desesperación (n.f) 
desperate	desesperado (adj) 
desperately	a_la_desesperada (adv) 
desperately	desesperadamente (adv) 
Despina (np) 	Despina (np.ant) 
despise	desdeñar (vblex) 
despise	despreciar (vblex) 
despise	menospreciar (vblex) 
despite	a_pesar_de (pr) 
despotism	despotismo (n.m) 
desquamation	descamación (n.f) 
dessert	postre (n.m) 
destination	destino (n.m) 
destined	destinado (adj) 
Destinee (np) 	Destinee (np.ant) 
Destiney (np) 	Destiney (np.ant) 
Destini (np) 	Destini (np.ant) 
Destin (np) 	Destin (np.ant) 
Destiny (np) 	Destiny (np.ant) 
destitute	indigente (n.mf) 
destitution	indigencia (n.f) 
destroy	destruir (vblex) 
destroyer	destructor (adj) 
destroyer	destructor (n.m) 
destroy	hacer#_trizas (vblex) 
destruction	destrucción (n.f) 
destructive	destructivo (adj) 
destructively	destructivamente (adv) 
desulphurisation	desulfuración (n.f) 
detachable	separable (adj.mf) 
detachment	destacamento (n.m) 
detail	detallar (vblex) 
detail	detalle (n.m) 
detail	pormenorizar (vblex) 
detail	pormenor (n.m) 
detain	detener (vblex) 
detect	detectar (vblex) 
detection	detección (n.f) 
detective	detective (n.mf) 
detector	detector (n) 
detector	detector (n.GD) 
detention	detención (n.f) 
deter	disuadir (vblex) 
detergent	detergente (n.m) 
deterioration	deterioro (n.m) 
determinable	determinable (adj.mf) 
determinate	determinado (adj) 
determination	determinación (n.f) 
determine	determinar (vblex) 
determinism	determinismo (n.m) 
deterministic	determinista (adj.mf) 
deterrence	disuasión (n.f) 
detest	detestar (vblex) 
detonate	detonar (vblex) 
detonation	detonación (n.f) 
detonator	detonador (n.m) 
detour	desvío (n.m) 
detoxication	desintoxicación (n.f) 
detrital	detrítico (adj) 
detritivore	detritívoro (n.m) 
Detroit (np) 	Detroit (np.loc.f) 
Detta (np) 	Detta (np.ant) 
deuterium	deuterio (n.m) 
devaluate	devaluar (vblex) 
devaluation	devaluación (n.f) 
Devan (np) 	Devan (np.ant) 
Devante (np) 	Devante (np.ant) 
devastate	devastar (vblex) 
devastation	devastación (n.f) 
develop	desarrollar (vblex) 
developer	desarrollador (n.f) 
developer	desarrollador (n.m) 
developing	en_desarrollo (adj.mf) 
developmental	del_desarrollo (adj.mf.sp) 
development	desarrollo (n.m) 
Deven (np) 	Deven (np.ant) 
deverbative	deverbativo (adj) 
Devereux (np) 	Devereux (np.ant) 
deviation	desviación (n.f) 
deviationism	desviacionismo (n.m) 
device	aparato (n.m) 
device	dispositivo (n.m) 
devil	diablo (n) 
devil	diablo (n.GD) 
Devin (np) 	Devin (np.ant) 
devise	ingeniar (vblex) 
Devon (np) 	Devon (np.ant) 
Devonte (np) 	Devonte (np.ant) 
Devota (np) 	Devota (np.ant) 
devote	dedicar (vblex) 
devotion	devoción (n.f) 
Devoto (np) 	Devoto (np.ant) 
devour	devorar (vblex) 
Devyn (np) 	Devyn (np.ant) 
dexter	diestro (adj) 
Dexter (np) 	Dexter (np.ant) 
dextrose	dextrosa (n.f) 
Deyanira (np) 	Deyanira (np.ant) 
Deysi (np) 	Deysi (np.ant) 
Dhevi (np) 	Dhevi (np.ant) 
diabolical	diabólico (adj) 
diachronic	diacrónico (adj) 
diachrony	diacronía (n.f) 
diacritic	diacrítico (adj) 
diadem	diadema (n.f) 
diagnose	diagnosticar (vblex) 
diagnosis	diagnosis (n.f) 
diagnosis	diagnosis (n.f.sp) 
diagnosis (n.ND) 	diagnosis (n.f.sp) 
diagnostic	diagnóstico (n.m) 
diagonal	diagonal (adj.mf) 
diagonal	diagonal (n.f) 
diagonally	diagonalmente (adv) 
diagram	diagrama (n.m) 
diagram	esquema (n.m) 
dial	dial (n.m) 
dialectalism	dialectalismo (n.m) 
dialect	dialecto (n.m) 
dialectic	dialéctico (adj) 
dialectics	dialéctica (n.f) 
dialectology	dialectología (n.f) 
dialog	diálogo (n.m) 
dialogue	diálogo (n.m) 
diamagnetism	diamagnetismo (n.m) 
Diamante (np) 	Diamante (np.ant) 
diameter	diámetro (n.m) 
diametral	diametral (adj.mf) 
diametrically	diametralmente (adv) 
diamond	diamante (n.m) 
Diamond (np) 	Diamond (np.ant) 
Diana (np) 	Diana (np.ant) 
Diane (np) 	Diane (np.ant) 
Dianna (np) 	Dianna (np.ant) 
Dianne (np) 	Dianne (np.ant) 
diaper	pañal (n.m) 
diaphragmatic	diafragmático (adj) 
diarrhoea	diarrea (n.f) 
diary	agenda (n.f) 
diary	diario (n.m) 
diaspora	diáspora (n.f) 
diastema	diastema (n.m) 
diastole	diástole (n.m) 
diastyle	diástilo (adj) 
diatomic	diatómico (adj) 
diatonic	diatónico (adj) 
Díaz (np) 	Díaz (np.cog.mf) 
DiCaprio (np) 	DiCaprio (np.cog.mf) 
dichotomous	dicotómico (adj) 
dichotomy	dicotomía (n.f) 
dichromat	dicromato (n.m) 
Dickner (np) 	Dickner (np.cog.mf) 
Dick (np) 	Dick (np.ant) 
dicotyledon	dicotiledonia (n.f) 
dictate	dictar (vblex) 
dictator	dictador (n) 
dictator	dictador (n.GD) 
dictatorial	dictatorial (adj.mf) 
dictatorship	dictadura (n.f) 
dictionary	diccionario (n.m) 
diction	dicción (n.f) 
didactic	didáctico (adj) 
Didiane (np) 	Didiane (np.ant) 
Didier (np) 	Didier (np.ant) 
Dídimo (np) 	Dídimo (np.ant) 
Didío (np) 	Didío (np.ant) 
die	dado (n.m) 
die	fallecer (vblex) 
Diego	Diego (np) 
Diego (np) 	Diego (np.ant) 
dielectric	dieléctrico (adj) 
dielectric	dieléctrico (n.m) 
die	morir (vblex) 
diencephalon	diencéfalo (n.m) 
dietary	dietético (adj) 
diet	dieta (n.f) 
diet	régimen (n.m) 
Dieudonnée (np) 	Dieudonnée (np.ant) 
Dieudonné (np) 	Dieudonné (np.ant) 
Diez (np) 	Diez (np.cog.mf) 
Díez (np) 	Díez (np.cog.mf) 
differ	diferir (vblex) 
difference	diferencia (n.f) 
different	diferente (adj.mf) 
differentiable	diferenciable (adj.mf) 
differential	diferencial (adj.mf) 
differential	diferencial (n.m) 
differentiate	diferenciar (vblex) 
differentiation	diferenciación (n.f) 
differently	de_manera_diferente (adv) 
difficult	difícil (adj.mf) 
difficulty	apuro (n.m) 
difficulty	dificultad (n.f) 
diffraction	difracción (n.f) 
diffuse	difuso (adj) 
diffuser	difusor (n.m) 
diffusing	difusor (adj) 
diffusion	difusión (n.f) 
diffusionism	difusionismo (n.m) 
digastric	digástrico (adj) 
dig	cavar (vblex) 
digester	digestor (n.m) 
digestion	digestión (n.f) 
digestive	digestivo (adj) 
digital	digital (adj.mf) 
digitalisation	digitalización (n.f) 
digitally	digitalmente (adv) 
digit	dígito (n.m) 
digitigrade	digitígrado (n.m) 
dignify	dignificar (vblex) 
dignity	dignidad (n.f) 
digraph	dígrafo (n.m) 
digression	digresión (n.f) 
dilapidated	deteriorado (adj) 
dilapidated	ruinoso (adj) 
dilatation	dilatación (n.f) 
dilate	dilatar (vblex) 
dilatory	dilatorio (adj) 
dilemma	dilema (n.m) 
diligent	diligente (adj.mf) 
Dillan (np) 	Dillan (np.ant) 
Dillon (np) 	Dillon (np.ant) 
diluent	diluyente (n.m) 
dilute	diluir (vblex) 
dilution	dilución (n.f) 
Dimas (np) 	Dimas (np.ant) 
Dimas (np) 	Dimas (np.cog.mf) 
dimensional	dimensional (adj.mf) 
dimension	dimensión (n.f) 
dimensioning	dimensionamiento (n.m) 
dimer	dímero (n.m) 
dimethylformamide	dimetilformamida (n.f) 
Dimicio (np) 	Dimicio (np.ant) 
diminish	disminuir (vblex) 
diminishing	menguando (adj) 
Dimitri (np) 	Dimitri (np.ant) 
dimorphism	dimorfismo (n.m) 
din	alboroto (n.m) 
dinar	dinar (n.m) 
dine	cenar (vblex) 
dinner	cena (n.f) 
Dino (np) 	Dino (np.ant) 
dinosaur	dinosaurio (n.m) 
diocese	diócesis (n.f) 
diocese (n.ND) 	diócesis (n.f.sp) 
Diocles (np) 	Diocles (np.ant) 
diode	diodo (n.m) 
Diodore (np) 	Diodore (np.ant) 
Diodoro (np) 	Diodoro (np.ant) 
Diógenes (np) 	Diógenes (np.ant) 
Diomedes (np) 	Diomedes (np.ant) 
Dionel (np) 	Dionel (np.ant) 
Dione (np) 	Dione (np.ant) 
Dionio (np) 	Dionio (np.ant) 
Dionisio (np) 	Dionisio (np.ant) 
Dionne (np) 	Dionne (np.ant) 
Dion (np) 	Dion (np.ant) 
dioptre	dioptría (n.f) 
diorama	diorama (n.m) 
diorite	diorita (n.f) 
Dior (np) 	Dior (np.cog.mf) 
Dióscoro (np) 	Dióscoro (np.ant) 
Diouf (np) 	Diouf (np.cog.mf) 
dioxide	dióxido (n.m) 
dioxin	dioxina (n.f) 
diphosphate	difosfato (n.m) 
diphtheria	difteria (n.f) 
diphthong	diftongo (n.m) 
diphthongisation	diptongación (n.f) 
diplococcus	diplococo (n.m) 
diploic	diploico (adj) 
diploid	diploide (adj.mf) 
diplomacy	diplomacia (n.f) 
diplomatically	diplomáticamente (adv) 
diplomatic	diplomático (adj) 
dipole	dipolo (n.m) 
dipper	cucharón (n.m) 
dipteral	díptero (adj) 
dipteron	díptero (n.m) 
diptych	díptico (n.m) 
Dirac_constant	constante#_de_Dirac (n.f) 
Dirac (np) 	Dirac (np.cog.mf) 
direct	directo (adj) 
direct	dirigir (vblex) 
direct	encaminar (vblex) 
directional	direccional (adj.mf) 
direction	dirección (n.f) 
direction	sentido (n.m) 
directive	directiva (n.f) 
directly	directamente (adv) 
director	directivo (n) 
director	director (n) 
director	director (n.GD) 
directory	directorio (n.m) 
dirt	suciedad (n.f) 
dirty_clothes	ropa_sucia (n.f.pl) 
dirty_clothes	ropa_sucia (n.f.sg) 
dirty	sucio (adj) 
disability	incapacidad (n.f) 
disabled	discapacitado (adj) 
disable	imposibilitar (vblex) 
disadvantaged	desfavorecido (adj) 
disadvantage	desventaja (n.f) 
disagree	discrepar (vblex) 
disagreement	desacuerdo (n.m) 
disappearance	desaparición (n.f) 
disappear	desaparecer (vblex) 
disappoint	decepcionar (vblex) 
disappointing	decepcionante (adj.mf) 
disappointment	decepción (n.f) 
disapproval	desaprobación (n.f) 
disapprove	desaprobar (vblex) 
disarmament	desarme (n.m) 
disarm	desarmar (vblex) 
disarticulation	desarticulación (n.f) 
disassemble	desmontar (vblex) 
disaster	debacle (n.f) 
disaster	desastre (n.m) 
disastrous	desastroso (adj) 
disastrously	desastrosamente (adv) 
disburse	desembolsar (vblex) 
disc	disco (n.m) 
discern	vislumbrar (vblex) 
discharge	caudal (n.m) 
discharge	descargar (vblex) 
discharge	liberar (vblex) 
disciple	discípulo (n) 
disciple	discípulo (n.GD) 
disciplinary	disciplinario (adj) 
disciplined	disciplinado (adj) 
discipline	disciplina (n.f) 
discipline	disciplinar (vblex) 
disclose	revelar (vblex) 
disclosure	revelación (n.f) 
disco	discoteca (n.f) 
discoloration	decoloración (n.f) 
discomfort	incomodidad (n.f) 
disconcerting	desconcertando (adj) 
disconcertingly	desconcertantemente (adv) 
disconnection	desconexión (n.f) 
discontent	disgusto (n.m) 
discontinue	descatalogar (vblex) 
discontinue	interrumpir (vblex) 
discontinuous	discontinuo (adj) 
discord	discordia (n.f) 
discotheque	discoteca (n.f) 
discountable	descontable (adj.mf) 
discount	descontar (vblex) 
discount	descuento (n.m) 
discount	rebaja (n.f) 
discourage	desalentar (vblex) 
discourse	discurso (n.m) 
discover	descubrir (vblex) 
discoverer	descubridor (n) 
discoverer	descubridor (n.GD) 
discovery	descubrimiento (n.m) 
discreet	discreto (adj) 
discrepancy	discrepancia (n.f) 
discrete	discreto (adj) 
discretionary	discrecional (adj.mf) 
discretion	discreción (n.f) 
discretisation	discretización (n.f) 
discriminate	discriminar (vblex) 
discrimination	discriminación (n.f) 
discriminatory	discriminatorio (adj) 
discuss	hablar (vblex) 
discussion	discusión (n.f) 
disdain	desairar (vblex) 
disdain	desdén (n.m) 
disease	enfermedad (n.f) 
disembarkment	desembarco (n.m) 
disenchantment	desencanto (n.m) 
disengagable	separable (adj.mf) 
disequilibrium	desequilibrio (n.m) 
disforestation	desforestación (n.f) 
disgruntled	descontento (adj) 
disgust	asco (n.m) 
disgusting	asqueroso (adj) 
disgust	repugnar (vblex) 
disharmony	disarmonía (n.f) 
dish	embutir (vblex) 
dishonest	deshonesto (adj) 
dishonour	deshonor (n.m) 
dishonour	deshonrar (vblex) 
dish	plato (n.m) 
disillusion	desilusionar (vblex) 
disillusionment	desilusión (n.f) 
disinfect	desinfectar (vblex) 
disinfection	desinfección (n.f) 
disinheritance	desheredación (n.m) 
disinheritance	desheredamiento (n.m) 
disintegrate	desintegrar (vblex) 
disintegration	desintegración (n.f) 
disjoint	disjunto (adj) 
disjunction	disyunción (n.f) 
disk	disco (n.m) 
diskette	disquete (n.m) 
dislike	aversión (n.f) 
dislike	desagradar (vblex) 
disloyal	desleal (adj.mf) 
dismantle	desmantelar (vblex) 
dismantlement	desmantelamiento (n.m) 
dismay	desanimar (vblex) 
dismissal	despido (n.m) 
dismiss	descartar (vblex) 
dismiss	despachar (vblex) 
dismiss	rechazar (vblex) 
dismountable	desmontable (adj.mf) 
Disney (np) 	Disney (np.cog.mf) 
disobedience	desobediencia (n.f) 
disorder	desorden (n.m) 
disordered	desordenado (adj) 
disorder	trastorno (n.m) 
disparity	disparidad (n.f) 
dispatch	despacho (n.m) 
dispatcher	expedidor (n.f) 
dispatcher	expedidor (n.m) 
dispel	desvanecer (vblex) 
dispensary	ambulatorio (n.m) 
dispensation	administración (n.f) 
dispense	dispensar (vblex) 
dispenser	dispensador (n.m) 
disperse	dispersar (vblex) 
dispersion	dispersión (n.f) 
displace	desplazar (vblex) 
displacement	cubicaje (n.m) 
displayable	visualizable (adj.mf) 
display	exhibición (n.f) 
display	mostrar (vblex) 
disposal	disposición (n.f) 
disposal	eliminación (n.f) 
dispose	colocar (vblex) 
disposition	talante (n.m) 
disproportionate	desproporcionado (adj) 
disproportionately	desproporcionadamente (adv) 
disproportion	desproporción (n.f) 
dispute	contencioso (n.m) 
dispute	diferendo (n.m) 
dispute	disputa (n.f) 
disqualification	descalificación (n.f) 
disquisition	disquisición (n.f) 
disregard	desasistir (vblex) 
disregard	desatender (vblex) 
disrespect	falta#_de_respeto (n.f) 
disrespectful	irrespetuoso (adj) 
disrespectfully	irrespetuosamente (adv) 
disruption	disrupción (n.f) 
dissaccharide	disacárido (n.m) 
dissatisfaction	descontento (n.m) 
dissatisfaction	insatisfacción (n.f) 
dissatisfied	descontento (adj) 
dissect	diseccionar (vblex) 
dissection	disección (n.f) 
dissemble	disimular (vblex) 
disseminate	diseminar (vblex) 
dissemination	diseminación (n.f) 
dissent	disentir (vblex) 
dissertation	disertación (n.f) 
dissidence	disidencia (n.f) 
dissident	disidente (adj.mf) 
dissimilation	disimilación (n.f) 
dissimulation	disimulación (n.f) 
dissipate	disipar (vblex) 
dissipation	disipación (n.f) 
dissociate	disociar (vblex) 
dissociation	disociación (n.f) 
dissolution	disolución (n.f) 
dissolve	disolver (vblex) 
dissolvent	disolvente (adj.mf) 
dissonance	disonancia (n.f) 
dissonant	disonante (adj.mf) 
distance	distancia (n.f) 
distant	distante (adj.mf) 
distend	distender (vblex) 
distention	distensión (n.f) 
distillation	destilación (n.f) 
distill	destilar (vblex) 
distinct	distinto (adj) 
distinction	distinción (n.f) 
distinctive	distintivo (adj) 
distinctly	claramente (adv) 
distinguish	distinguir (vblex) 
distinguished	señalado (adj) 
distort	distorsionar (vblex) 
distortion	distorsión (n.f) 
distract	distraer (vblex) 
distractedly	distraídamente (adv) 
distraction	despiste (n.m) 
distraction	distracción (n.f) 
distress	aflicción (n.f) 
distress	afligir (vblex) 
distribute	distribuir (vblex) 
distributional	distribucional (adj.mf) 
distribution	disposición (n.f) 
distribution	distribución (n.f) 
distribution	reparto (n.m) 
distributor	distribuidor (n) 
distributor	distribuidor (n.GD) 
district	barriada (n.f) 
district	distrito (n.m) 
distrust	recelo (n.m) 
disturbance	alboroto (n.m) 
disturbance	alboroto (n.m.pl) 
disturb	estorbar (vblex) 
disturb	perturbar (vblex) 
disturb	trastornar (vblex) 
disuse	desuso (n.m) 
disyllabic	bisílabo (adj) 
dithyramb	ditirambo (n.m) 
ditto	ídem (adv) 
diurnal	diurno (adj) 
divan	diván (n.m) 
diver	buzo (n.m) 
diverge	divergir (vblex) 
divergence	divergencia (n.f) 
divergent	divergente (adj.mf) 
diverse	diverso (adj) 
diversification	diversificación (n.f) 
diversity	diversidad (n.f) 
divert	desviar (vblex) 
diverticulum	divertículo (n.m) 
dive	zambullimiento (n.m) 
Divico (np) 	Divico (np.ant) 
divide	dividir (vblex) 
dividend	dividendo (n.m) 
divine	divino (adj) 
diving	buceo (n.m) 
divinity	divinidad (n.f) 
divisional	divisorio (adj) 
division	división (n.f) 
divisive	divisivo (adj) 
divorce	divorciar (vblex) 
divorce	divorcio (n.m) 
divulge	divulgar (vblex) 
divulging	divulgación (n.f) 
Djibouti (np) 	Yibuti (np.loc.m) 
Dmitri (np) 	Dmitri (np.ant) 
Dmitriy (np) 	Dmitriy (np.ant) 
Dmitry (np) 	Dmitry (np.ant) 
DNA	ADN (n.acr.m) 
docile	dócil (adj.mf) 
docility	docilidad (n.f) 
dock	muelle (n.m) 
dockyard	astillero (n.m) 
doctorate	doctorado (n.m) 
doctor	doctor (n) 
doctor	doctor (n.GD) 
doctor	médico (n) 
doctrine	doctrina (n.f) 
docudrama	docudrama (n.m) 
documentalist	documentalista (n.mf) 
documentary	documental (adj.mf) 
documentary	documental (n.m) 
documentation	documentación (n.f) 
document	documentar (vblex) 
document	documento (n.m) 
dodecahedron	dodecaedro (n.m) 
dogma	dogma (n.m) 
dogmatic	dogmático (adj) 
dogmatism	dogmatismo (n.m) 
dog	perro (n) 
dog	perro (n.GD) 
do	hacer (vblex) 
doline	dolina (n.f) 
dollar	dólar (n.m) 
doll	muñeca (n.f) 
doll	muñeco (n.m) 
Dolly (np) 	Dolly (np.ant) 
Dolores (np) 	Dolores (np.ant) 
Dolors (np) 	Dolors (np.ant) 
dolphin	delfín (n.m) 
domain	ámbito (n.m) 
Domeciano (np) 	Domeciano (np.ant) 
dome	domo (n.m) 
Domenech (np) 	Domenech (np.cog.mf) 
Doménech (np) 	Doménech (np.cog.mf) 
Domènech (np) 	Domènech (np.cog.mf) 
Domenica (np) 	Domenica (np.ant) 
Domenic (np) 	Domenic (np.ant) 
Domenico (np) 	Domenico (np.ant) 
domesticated	domesticado (adj) 
domestication	domesticación (n.f) 
domestic	doméstico (adj) 
Domiciano (np) 	Domiciano (np.ant) 
domicile	domicilio (n.m) 
domiciliary	domiciliario (adj) 
domiciliation	domiciliación (n.f) 
dominant	dominante (adj.mf) 
dominate	dominar (vblex) 
domination	dominación (n.f) 
Dominga (np) 	Dominga (np.ant) 
Domingo (np) 	Domingo (np.ant) 
Domínguez (np) 	Domínguez (np.cog.mf) 
dominican	dominicano (adj) 
Dominica (np) 	Dominica (np.ant) 
Dominick (np) 	Dominick (np.ant) 
Dominic (np) 	Dominic (np.ant) 
Dominik (np) 	Dominik (np.ant) 
Dominique (np) 	Dominique (np.ant) 
Domitila (np) 	Domitila (np.ant) 
Donaciano (np) 	Donaciano (np.ant) 
Donald (np) 	Donald (np.ant) 
Donaldo (np) 	Donaldo (np.ant) 
Dona (np) 	Dona (np.ant) 
Donardo (np) 	Donardo (np.ant) 
Donata (np) 	Donata (np.ant) 
donate	dar (vblex) 
Donatella (np) 	Donatella (np.ant) 
Donatello (np) 	Donatello (np.ant) 
Donatienne (np) 	Donatienne (np.ant) 
Donatien (np) 	Donatien (np.ant) 
donation	donación (n.f) 
donation	donativo (n.m) 
Donato (np) 	Donato (np.ant) 
Donavan (np) 	Donavan (np.ant) 
Doncel (np) 	Doncel (np.ant) 
Doncia (np) 	Doncia (np.ant) 
Donegal (np) 	Donegal (np.loc.m) 
donkey	burro (n.m) 
Donna (np) 	Donna (np.ant) 
Donnedieu (np) 	Donnedieu (np.cog.mf) 
Donnelly (np) 	Donnelly (np.cog.mf) 
Don (np) 	Don (np.ant) 
Donoso (np) 	Donoso (np.ant) 
Donovan (np) 	Donovan (np.ant) 
Dontae (np) 	Dontae (np.ant) 
don't_count_your_chickens_before_they're_hatched	no_hay_que_vender_la_piel_del_oso_antes_de_cazarlo (ij) 
don't_count_your_chickens	no_hay_que_vender_la_piel_del_oso (ij) 
Donte (np) 	Donte (np.ant) 
donut	donut (n.m) 
donut	dónut (n.m) 
doom	hado (n.m) 
door	puerta (n.f) 
dopamine	dopamina (n.f) 
dope	dopar (vblex) 
doping	dopaje (n.m) 
doping	doping (n.m) 
Dopplr (np) 	Dopplr (np.al.m) 
Dorcas (np) 	Dorcas (np.ant) 
Doreteo (np) 	Doreteo (np.ant) 
Doriane (np) 	Doriane (np.ant) 
Dorian (np) 	Dorian (np.ant) 
Doriano (np) 	Doriano (np.ant) 
doric	dórico (adj) 
Dorita (np) 	Dorita (np.ant) 
Dörler (np) 	Dörler (np.cog.mf) 
dormouse	lirón (n.m) 
Dorotea (np) 	Dorotea (np.ant) 
Doroteo (np) 	Doroteo (np.ant) 
Dorothée (np) 	Dorothée (np.ant) 
Dorothy (np) 	Dorothy (np.ant) 
dorsal	dorsal (adj.mf) 
dosage	dosificación (n.f) 
dose	dosis (n.f) 
dose (n.ND) 	dosis (n.f.sp) 
dosimetry	dosímetro (n.m) 
Dositeo (np) 	Dositeo (np.ant) 
dossier	dossier (n.m) 
dot	punto (n.m) 
dotted	salpicado (adj) 
double	doble (adj.mf) 
double	plegar (vblex) 
doublet	doblete (n.m) 
doubly	doblemente (adv) 
doubt	duda (n.f) 
doubt	dudar (vblex) 
doubtful	dudoso (adj) 
doubtless	indudablemente (adv) 
doughnut	donut (n.m) 
doughnut	rosquilla (n.f) 
Douglas (np) 	Douglas (np.ant) 
Doug (np) 	Doug (np.ant) 
Douste-Blazy (np) 	Douste-Blazy (np.cog.mf) 
Douste (np) 	Douste (np.cog.mf) 
do (vbdo) 	
do (vbdo.pri.p3) 	
dovecot	palomar (n.m) 
Dover (np) 	Dover (np.loc.m) 
Dow_Jones (np) 	Dow_Jones (np.al.m) 
down	abajo (adv) 
down_below	abajo (adv) 
Downing (np) 	Downing (np.cog.mf) 
downloadable	descargable (adj.mf) 
download	descarga (n.f) 
download	descargar (vblex) 
downpipe	bajante (n.m) 
downstairs	abajo (adv) 
downstream	río_abajo (adv) 
down_there	allí_abajo (adv) 
downtown	céntrico (adj) 
downward	abajo (adv) 
downward	descendente (adj.mf) 
downward	descendiente (adj.mf) 
downwards	hacia_abajo (adv) 
dowry	dote (n.mf) 
Doyle (np) 	Doyle (np.cog.mf) 
dozen	docena (n.f) 
drachma	dracma (n.f) 
Dracula (np) 	Drácula (np.ant) 
draft	borrador (n) 
draft	borrador (n.GD) 
draft	reclutar (vblex) 
draft	redactar (vblex) 
draftsmanship	delineación (n.f) 
drag	arrastrar (vblex) 
Dragomir	Dragomir (np) 
dragon	dragón (n.m) 
dragonfly	libélula (n.f) 
Drago (np) 	Drago (np.ant) 
drainage	drenaje (n.m) 
drain	desagüe (n.m) 
drain	drenador (n.m) 
drain	drenar (vblex) 
Drake (np) 	Drake (np.ant) 
drama	drama (n.m) 
drama	obra (n.f) 
drama	teatro (n.m) 
dramatically	dramáticamente (adv) 
dramatic	dramático (adj) 
dramatist	dramaturgo (n.m) 
drastically	drásticamente (adv) 
drastic	drástico (adj) 
draught	trago (n.m) 
Draven (np) 	Draven (np.ant) 
draw	dibujar (vblex) 
drawer	cajón (n.m) 
drawing	dibujo (n.m) 
draw	sorteo (n.m) 
Dr.	Dra. (n.f) 
Dr.	Dr. (n.m) 
